Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
US-K-2012,United States,Home Appliances,Air Purifier Compact,91.02,USD,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Warehouse A-12 | EuroTech Suppliers
GH-L-2013,Ghana,Power & Batteries,Portable Power Bank 20K,317.9,GHS,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | Target margin 18% | Low stock alert
US-M-2014,United States,Wearables,Smart Watch Sport,98.08,USD,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Backorder until 02/15 | Target margin 18%
CA-N-2015,Canada,Wearables,Fitness Tracker Band,43.73,CAD,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | Margin 22% | Nordic Wholesale
CD-O-2016,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,22322.27,XOF,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | VIP margin 25% | Nordic Wholesale
FR-P-2017,France,Solar & Power,Solar Inverter TS-9000-X,1250.91,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Low stock alert | Target margin 18%
UK-Q-2018,United Kingdom,Audio,Wireless Bluetooth Earbuds,28.61,GBP,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Fulfilled from NL depot | Margin 22%
NI-R-2019,Nigeria,TV & Display,LED TV 55 inch,739621.67,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Margin 22% | Africa Direct Trading
KE-S-2020,Kenya,Personal Care,Electric Toothbrush,5890.36,KES,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | EuroTech Suppliers | Target margin 18%
CA-T-2021,Canada,Lighting,LED Desk Lamp,36.84,CAD,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | EuroTech Suppliers | Margin 22%
US-U-2022,United States,Home Appliances,Electric Fan Tower,52.66,USD,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | VIP margin 25% | Warehouse A-12
US-V-2023,United States,Computing,"Tablet 10""",225.31,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Nordic Wholesale | Warehouse A-12
NI-W-2024,Nigeria,Home Appliances,Electric Fan Tower,84747.23,NGN,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Promo margin 12% | Africa Direct Trading
KE-X-2025,Kenya,Solar & Power,Solar Inverter TS-9000-X,163752.37,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Low stock alert | Margin 22%
CD-Y-2026,Côte d'Ivoire,Personal Care,Electric Toothbrush,26225.2,XOF,"Sonic, 3 modes, 2-week battery",Target margin 18% | Low stock alert | Acme Electronics Ltd
NI-Z-2027,Nigeria,Kitchen Appliances,Coffee Maker Drip,67608.68,NGN,"12-cup, programmable, thermal carafe",VIP margin 25% | Acme Electronics Ltd | Fulfilled from NL depot
NE-A-2028,Netherlands,Computing,Mechanical Keyboard,77.75,EUR,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Bulk discount applies 15% | Stock in WH3 Berlin
SA-B-2029,South Africa,Wearables,Fitness Tracker Band,525.05,ZAR,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
NI-C-2030,Nigeria,Computing,"Tablet 10""",335049.66,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Nordic Wholesale | Stock in WH3 Berlin
KE-D-2031,Kenya,Personal Care,Electric Toothbrush,5174.03,KES,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Africa Direct Trading | Target margin 18%
GE-E-2032,Germany,Audio,Bluetooth Speaker,50.45,EUR,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Promo margin 12% | Acme Electronics Ltd
GH-F-2033,Ghana,Lighting,LED Desk Lamp,389.01,GHS,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Fulfilled from NL depot | Bulk discount applies 15%
CA-G-2034,Canada,Kitchen Appliances,Coffee Maker Drip,58.87,CAD,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Low stock alert | VIP margin 25%
NI-H-2035,Nigeria,Wearables,Smart Watch Sport,137721.06,NGN,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | Bulk discount applies 15% | Stock in WH3 Berlin
UK-I-2036,United Kingdom,Wearables,Smart Watch Sport,72.09,GBP,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | EuroTech Suppliers | Stock in WH3 Berlin
GH-J-2037,Ghana,Computing,Mechanical Keyboard,931.66,GHS,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | VIP margin 25% | Stock in WH3 Berlin
SA-K-2038,South Africa,Kitchen Appliances,Smart Kettle Pro,835.2,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Bulk discount applies 15% | Africa Direct Trading
US-L-2039,United States,Computing,Mechanical Keyboard,72.61,USD,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Africa Direct Trading | Target margin 18%
CD-M-2040,Côte d'Ivoire,Computing,Webcam HD Pro,32435.88,XOF,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Warehouse A-12 | Pacific Imports Inc
FR-N-2041,France,Lighting,LED Desk Lamp,25.94,EUR,"Dimmable, USB port, 5 brightness levels",Low stock alert | Target margin 18% | Nordic Wholesale
NE-O-2042,Netherlands,Wearables,Fitness Tracker Band,30.3,EUR,"Steps, sleep, HR, 14-day battery",Africa Direct Trading | Margin 22% | Backorder until 02/15
SA-P-2043,South Africa,Power & Batteries,Portable Power Bank 20K,449.39,ZAR,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Bulk discount applies 15% | Backorder until 02/15
NE-Q-2044,Netherlands,Audio,Wireless Bluetooth Earbuds,34.13,EUR,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Africa Direct Trading | Warehouse A-12
NE-R-2045,Netherlands,Wearables,Smart Watch Sport,87.77,EUR,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Target margin 18% | Africa Direct Trading
GE-S-2046,Germany,Audio,Wireless Bluetooth Earbuds,33.04,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Warehouse A-12 | Global Sourcing Co
GH-T-2047,Ghana,TV & Display,LED TV 55 inch,5608.35,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Warehouse A-12 | Pacific Imports Inc
CD-U-2048,Côte d'Ivoire,Computing,Mechanical Keyboard,44046.52,XOF,"Cherry MX, RGB, wired, UK layout",Margin 22% | Backorder until 02/15 | Nordic Wholesale
NE-V-2049,Netherlands,Computing,Mechanical Keyboard,78.41,EUR,"Cherry MX, RGB, wired, UK layout",Low stock alert | Target margin 18% | EuroTech Suppliers
FR-W-2050,France,Power & Batteries,Portable Power Bank 20K,22.27,EUR,"20000mAh, dual USB, 18W PD",Africa Direct Trading | VIP margin 25% | Low stock alert
UK-X-2051,United Kingdom,Audio,Wireless Bluetooth Earbuds,27.06,GBP,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | VIP margin 25% | Warehouse A-12
GH-Y-2052,Ghana,Home Appliances,Electric Fan Tower,717.26,GHS,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Target margin 18% | Global Sourcing Co
NE-Z-2053,Netherlands,Kitchen Appliances,Smart Kettle Pro,42.1,EUR,"1.7L, 3000W, boil-dry protection, LED display",Warehouse A-12 | Pacific Imports Inc | Target margin 18%
NI-A-2054,Nigeria,Kitchen Appliances,Smart Kettle Pro,78041.23,NGN,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Africa Direct Trading | Warehouse A-12
SA-B-2055,South Africa,TV & Display,LED TV 55 inch,8788.64,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Acme Electronics Ltd | Fulfilled from NL depot | Promo margin 12%
FR-C-2056,France,Lighting,LED Desk Lamp,26.75,EUR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
UK-D-2057,United Kingdom,Home Appliances,Electric Fan Tower,39.58,GBP,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Bulk discount applies 15% | Low stock alert
NE-E-2058,Netherlands,Computing,Webcam HD Pro,48.09,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Nordic Wholesale | Promo margin 12%
KE-F-2059,Kenya,TV & Display,LED TV 55 inch,63014.43,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Global Sourcing Co | Backorder until 02/15
KE-G-2060,Kenya,Home Appliances,Air Purifier Compact,12246.03,KES,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | VIP margin 25% | Low stock alert
CA-H-2061,Canada,Kitchen Appliances,Smart Kettle Pro,59.29,CAD,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Warehouse A-12 | Global Sourcing Co
SA-I-2062,South Africa,Solar & Power,Solar Inverter TS-9000-X,22594.94,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Promo margin 12% | Warehouse A-12 | Nordic Wholesale
CA-J-2063,Canada,Computing,Webcam HD Pro,78.91,CAD,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
GE-K-2064,Germany,Wearables,Smart Watch Sport,78.23,EUR,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Fulfilled from NL depot | Pacific Imports Inc
FR-L-2065,France,Home Appliances,Air Purifier Compact,88.16,EUR,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Backorder until 02/15 | Bulk discount applies 15%
SA-M-2066,South Africa,Home Appliances,Air Purifier Compact,1816.03,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | VIP margin 25% | Stock in WH3 Berlin
UK-N-2067,United Kingdom,Personal Care,Electric Toothbrush,35.81,GBP,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | Promo margin 12% | Pacific Imports Inc
US-O-2068,United States,Kitchen Appliances,Smart Kettle Pro,44.3,USD,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Bulk discount applies 15% | Global Sourcing Co
FR-P-2069,France,TV & Display,LED TV 55 inch,463.15,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Target margin 18% | Pacific Imports Inc
GH-Q-2070,Ghana,Computing,Mechanical Keyboard,943.03,GHS,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Global Sourcing Co | Backorder until 02/15
KE-R-2071,Kenya,Home Appliances,Air Purifier Compact,12333.9,KES,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Warehouse A-12 | Promo margin 12%
UK-S-2072,United Kingdom,Audio,Bluetooth Speaker,39.53,GBP,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Low stock alert | Acme Electronics Ltd
FR-T-2073,France,Power & Batteries,Portable Power Bank 20K,24.27,EUR,"20000mAh, dual USB, 18W PD",Warehouse A-12 | VIP margin 25% | Global Sourcing Co
SA-U-2074,South Africa,Power & Batteries,Portable Power Bank 20K,509.29,ZAR,"20000mAh, dual USB, 18W PD",Margin 22% | Backorder until 02/15 | Africa Direct Trading
KE-V-2075,Kenya,Audio,Bluetooth Speaker,6687.47,KES,"20W, waterproof IPX7, 15h playback",Margin 22% | Warehouse A-12 | Acme Electronics Ltd
US-W-2076,United States,Solar & Power,Solar Inverter TS-9000-X,1295.13,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Backorder until 02/15 | VIP margin 25% | Pacific Imports Inc
UK-X-2077,United Kingdom,Wearables,Fitness Tracker Band,25.22,GBP,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Low stock alert | Promo margin 12%
UK-Y-2078,United Kingdom,Wearables,Smart Watch Sport,78.27,GBP,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Low stock alert | Pacific Imports Inc
GH-Z-2079,Ghana,Audio,Bluetooth Speaker,682.54,GHS,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Warehouse A-12 | EuroTech Suppliers
KE-A-2080,Kenya,Computing,"Tablet 10""",26280.36,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Low stock alert | Promo margin 12% | Nordic Wholesale
KE-B-2081,Kenya,Power & Batteries,Portable Power Bank 20K,3214.97,KES,"20000mAh, dual USB, 18W PD",Pacific Imports Inc | Stock in WH3 Berlin | Target margin 18%
UK-C-2082,United Kingdom,Audio,Bluetooth Speaker,42.5,GBP,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Backorder until 02/15 | Promo margin 12%
GH-D-2083,Ghana,Computing,"Tablet 10""",2564.38,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Nordic Wholesale | Target margin 18%
NE-E-2084,Netherlands,Home Appliances,Electric Fan Tower,50.35,EUR,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Backorder until 02/15 | Promo margin 12%
UK-F-2085,United Kingdom,Computing,Webcam HD Pro,45.19,GBP,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Bulk discount applies 15% | Africa Direct Trading
GE-G-2086,Germany,Computing,Mechanical Keyboard,70.54,EUR,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Global Sourcing Co | Promo margin 12%
US-H-2087,United States,Kitchen Appliances,Coffee Maker Drip,37.09,USD,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Bulk discount applies 15% | EuroTech Suppliers
US-I-2088,United States,Kitchen Appliances,Coffee Maker Drip,43.13,USD,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Africa Direct Trading | VIP margin 25%
GH-J-2089,Ghana,Wearables,Fitness Tracker Band,402.71,GHS,"Steps, sleep, HR, 14-day battery",Low stock alert | Pacific Imports Inc | Bulk discount applies 15%
GH-K-2090,Ghana,Kitchen Appliances,Coffee Maker Drip,545.93,GHS,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Low stock alert | VIP margin 25%
KE-L-2091,Kenya,Solar & Power,Solar Inverter TS-9000-X,150802.75,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Nordic Wholesale | Low stock alert
GE-M-2092,Germany,Audio,Bluetooth Speaker,47.87,EUR,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Backorder until 02/15 | VIP margin 25%
US-N-2093,United States,Home Appliances,Electric Fan Tower,54.36,USD,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | Target margin 18% | Stock in WH3 Berlin
CD-O-2094,Côte d'Ivoire,Computing,"Tablet 10""",133148.83,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Bulk discount applies 15% | Fulfilled from NL depot
SA-P-2095,South Africa,Home Appliances,Air Purifier Compact,1816.44,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Stock in WH3 Berlin | VIP margin 25% | Nordic Wholesale
GE-Q-2096,Germany,Home Appliances,Air Purifier Compact,98.4,EUR,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | EuroTech Suppliers | Bulk discount applies 15%
US-R-2097,United States,Computing,"Tablet 10""",227.54,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Bulk discount applies 15% | Stock in WH3 Berlin
SA-S-2098,South Africa,Computing,Webcam HD Pro,1023.41,ZAR,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Africa Direct Trading | Backorder until 02/15
GE-T-2099,Germany,Home Appliances,Air Purifier Compact,96.23,EUR,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Africa Direct Trading | Low stock alert
GE-U-2100,Germany,Wearables,Fitness Tracker Band,25.84,EUR,"Steps, sleep, HR, 14-day battery",Promo margin 12% | Nordic Wholesale | Warehouse A-12
CD-V-2101,Côte d'Ivoire,Lighting,LED Desk Lamp,16881.31,XOF,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Promo margin 12% | Stock in WH3 Berlin
FR-W-2102,France,Personal Care,Electric Toothbrush,38.78,EUR,"Sonic, 3 modes, 2-week battery",Low stock alert | Bulk discount applies 15% | Pacific Imports Inc
NI-X-2103,Nigeria,Personal Care,Electric Toothbrush,69472.45,NGN,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | VIP margin 25% | Fulfilled from NL depot
US-Y-2104,United States,Personal Care,Electric Toothbrush,42.0,USD,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Target margin 18% | Africa Direct Trading
GE-Z-2105,Germany,Solar & Power,Solar Inverter TS-9000-X,1251.25,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Low stock alert | Margin 22%
NE-A-2106,Netherlands,Computing,Mechanical Keyboard,78.39,EUR,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Backorder until 02/15 | VIP margin 25%
CA-B-2107,Canada,Personal Care,Electric Toothbrush,58.16,CAD,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Margin 22% | Warehouse A-12
CD-C-2108,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,735672.79,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | Promo margin 12% | Nordic Wholesale
CD-D-2109,Côte d'Ivoire,Computing,Webcam HD Pro,37628.93,XOF,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Fulfilled from NL depot | Margin 22%
GH-E-2110,Ghana,Home Appliances,Electric Fan Tower,698.48,GHS,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Target margin 18% | Stock in WH3 Berlin
GE-F-2111,Germany,Power & Batteries,Portable Power Bank 20K,23.87,EUR,"20000mAh, dual USB, 18W PD",Warehouse A-12 | Pacific Imports Inc | Margin 22%
US-G-2112,United States,Home Appliances,Electric Fan Tower,52.04,USD,"Oscillating, 3 speeds, remote, timer",Margin 22% | Low stock alert | Nordic Wholesale
NI-H-2113,Nigeria,Kitchen Appliances,Coffee Maker Drip,64399.13,NGN,"12-cup, programmable, thermal carafe",Target margin 18% | Backorder until 02/15 | Global Sourcing Co
FR-I-2114,France,Home Appliances,Air Purifier Compact,88.17,EUR,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Backorder until 02/15 | VIP margin 25%
GH-J-2115,Ghana,Home Appliances,Electric Fan Tower,705.19,GHS,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Warehouse A-12 | EuroTech Suppliers
NI-K-2116,Nigeria,Lighting,LED Desk Lamp,46176.9,NGN,"Dimmable, USB port, 5 brightness levels",Acme Electronics Ltd | Stock in WH3 Berlin | Bulk discount applies 15%
GE-L-2117,Germany,Personal Care,Electric Toothbrush,41.9,EUR,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Africa Direct Trading | Fulfilled from NL depot
SA-M-2118,South Africa,Kitchen Appliances,Smart Kettle Pro,894.11,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Low stock alert | VIP margin 25% | Acme Electronics Ltd
GH-N-2119,Ghana,Wearables,Fitness Tracker Band,413.15,GHS,"Steps, sleep, HR, 14-day battery",Target margin 18% | Backorder until 02/15 | Pacific Imports Inc
NI-O-2120,Nigeria,Computing,Mechanical Keyboard,123668.45,NGN,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Pacific Imports Inc | VIP margin 25%
GH-P-2121,Ghana,Wearables,Smart Watch Sport,1117.62,GHS,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | Stock in WH3 Berlin | Margin 22%
KE-Q-2122,Kenya,Computing,Mechanical Keyboard,10612.32,KES,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Pacific Imports Inc | VIP margin 25%
US-R-2123,United States,Power & Batteries,Portable Power Bank 20K,26.25,USD,"20000mAh, dual USB, 18W PD",Low stock alert | Pacific Imports Inc | VIP margin 25%
NE-S-2124,Netherlands,Audio,Wireless Bluetooth Earbuds,34.09,EUR,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Pacific Imports Inc | Fulfilled from NL depot
GE-T-2125,Germany,Kitchen Appliances,Coffee Maker Drip,37.38,EUR,"12-cup, programmable, thermal carafe",Nordic Wholesale | Backorder until 02/15 | Promo margin 12%
FR-U-2126,France,Lighting,LED Desk Lamp,28.79,EUR,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Low stock alert | Margin 22%
CA-V-2127,Canada,Home Appliances,Electric Fan Tower,80.19,CAD,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Pacific Imports Inc | Bulk discount applies 15%
UK-W-2128,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,923.72,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Stock in WH3 Berlin | Promo margin 12%
CA-X-2129,Canada,Computing,Mechanical Keyboard,100.08,CAD,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Target margin 18% | EuroTech Suppliers
SA-Y-2130,South Africa,Computing,Mechanical Keyboard,1321.74,ZAR,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Bulk discount applies 15% | Global Sourcing Co
FR-Z-2131,France,Kitchen Appliances,Smart Kettle Pro,44.33,EUR,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Low stock alert | Promo margin 12%
US-A-2132,United States,Wearables,Fitness Tracker Band,29.09,USD,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Warehouse A-12 | Target margin 18%
CA-B-2133,Canada,Lighting,LED Desk Lamp,40.21,CAD,"Dimmable, USB port, 5 brightness levels",Nordic Wholesale | Target margin 18% | Warehouse A-12
GE-C-2134,Germany,TV & Display,LED TV 55 inch,418.21,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Pacific Imports Inc | Stock in WH3 Berlin | VIP margin 25%
